brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,white,white,white,white,green,green,green,green,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,white,white,white,white,green,white,white,green,green,green
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,white,white,white,white,green,green,green,white,white,green
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,white,white,white,white,white,white,green,green,green,green
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,green,white,white,white,white,white,white,green,green,green
brown,brown,brown,purple,brown,white,purple,purple,white,green,red,red,white,white,red,purple,white,white,green,green,green,white,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,white,green,green,green,green,white,white,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,white,green,white,white,green,green,green,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,white,green,green,green,white,white,green,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,white,white,white,green,green,green,green,white,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,white,white,green,green,white,green,white,white,green,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,white,white,green,green,white,white,green,white,white,green
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,white,white,green,white,white,green,white,white,green,green
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,white,white,white,green,white,white,green,white,green,green
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,green,white,white,green,white,white,green,white,white,green
brown,brown,brown,purple,brown,white,purple,purple,white,green,red,red,white,white,red,purple,white,white,green,white,white,green,white,white,green,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,white,green,green,white,green,white,white,green,white,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,white,green,green,white,white,green,white,white,green,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,white,green,white,white,green,white,white,green,green,white
brown,brown,brown,purple,brown,white,purple,purple,white,white,red,red,white,white,red,purple,white,white,white,green,white,white,green,white,green,green,white
brown,brown,brown,purple,brown,green,purple,purple,green,white,red,red,white,white,red,purple,white,green,white,white,white,white,white,white,white,white,green
brown,brown,brown,purple,brown,white,purple,purple,green,white,red,red,white,white,red,purple,white,green,white,white,white,white,white,green,white,white,green
brown,brown,brown,purple,brown,white,purple,purple,green,white,red,red,white,white,red,purple,white,green,white,white,white,white,white,white,white,green,green
